Complaint Year,Month,Patrol Borough Name,County,Offense Description,Bias Motive Description,Offense Category,General Offense Description
2019,10,PATROL BORO BRONX,BRONX,INVESTIGATIONS/COMPLAINTS ONLY,ANTI-JEWISH,Religion/Religious Practice,INVESTIGATIONS/COMPLAINTS ONLY
2019,7,PATROL BORO BRONX,BRONX,CRIMINAL MISCHIEF & RELATED OF,ANTI-CATHOLIC,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,5,PATROL BORO BRONX,BRONX,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,1,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,2,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,2,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,4,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,6,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,7,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,9,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,11,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,1,PATROL BORO BKLYN SOUTH,KINGS,HARRASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,HARRASSMENT 2
2019,3,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,5,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,6,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,6,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,6,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,CRIMINAL MISCHIEF & RELATED OF
2019,8,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,8,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2019,9,PATROL BORO BKLYN SOUTH,KINGS,ASSAULT 3 & RELATED OFFENSES,ANTI-JEWISH,Religion/Religious Practice,ASSAULT 3 & RELATED OFFENSES
2019,9,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,10,PATROL BORO BKLYN SOUTH,KINGS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,OFF. AGNST PUB ORD SENSBLTY &
2019,12,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,12,PATROL BORO BKLYN SOUTH,KINGS,ROBBERY,ANTI-JEWISH,Religion/Religious Practice,ROBBERY/BURGLARY
2019,5,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,2,PATROL BORO BKLYN SOUTH,KINGS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-BLACK,Unclassified,OFF. AGNST PUB ORD SENSBLTY &
2019,4,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,12,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,4,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,6,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,6,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,9,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,9,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,9,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,10,PATROL BORO BKLYN SOUTH,KINGS,HARRASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,HARRASSMENT 2
2019,10,PATROL BORO BKLYN SOUTH,KINGS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2019,11,PATROL BORO BKLYN SOUTH,KINGS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2019,11,PATROL BORO BKLYN SOUTH,KINGS,ASSAULT 3 & RELATED OFFENSES,ANTI-JEWISH,Religion/Religious Practice,ASSAULT 3 & RELATED OFFENSES
2019,11,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,11,PATROL BORO BKLYN SOUTH,KINGS,GRAND LARCENY,ANTI-JEWISH,Religion/Religious Practice,GRAND LARCENY
2019,12,PATROL BORO BKLYN SOUTH,KINGS,ASSAULT 3 & RELATED OFFENSES,ANTI-JEWISH,Religion/Religious Practice,ASSAULT 3 & RELATED OFFENSES
2019,12,PATROL BORO BKLYN SOUTH,KINGS,ASSAULT 3 & RELATED OFFENSES,ANTI-JEWISH,Religion/Religious Practice,ASSAULT 3 & RELATED OFFENSES
2019,8,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,2,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-WHITE,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2019,6,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,11,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,2,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,5,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,5,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,1,PATROL BORO BKLYN SOUTH,KINGS,ASSAULT 3 & RELATED OFFENSES,ANTI-JEWISH,Religion/Religious Practice,ASSAULT 3 & RELATED OFFENSES
2019,1,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-CATHOLIC,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,3,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,4,PATROL BORO BKLYN SOUTH,KINGS,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2019,1,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,7,PATROL BORO BKLYN SOUTH,KINGS,BURGLARY,ANTI-CATHOLIC,Religion/Religious Practice,ROBBERY/BURGLARY
2019,11,PATROL BORO BKLYN SOUTH,KINGS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-WHITE,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2019,11,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,11,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-RELIGION/RELIGIOUS PRACTICE,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,12,PATROL BORO BKLYN SOUTH,KINGS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2019,12,PATROL BORO BKLYN SOUTH,KINGS,ASSAULT 3 & RELATED OFFENSES,ANTI-JEWISH,Religion/Religious Practice,ASSAULT 3 & RELATED OFFENSES
2019,12,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,2,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,3,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2019,6,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2019,7,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,CRIMINAL MISCHIEF & RELATED OF
2019,8,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,2,PATROL BORO BKLYN NORTH,KINGS,FELONY ASSAULT,ANTI-WHITE,Race/Color,FELONY ASSAULT
2019,5,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,8,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,8,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,8,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MISCELLANEOUS PENAL LAW
2019,11,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,5,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,7,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2019,8,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,10,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,6,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,CRIMINAL MISCHIEF & RELATED OF
2019,7,PATROL BORO BKLYN SOUTH,KINGS,FELONY ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,FELONY ASSAULT
2019,9,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-MUSLIM,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,1,PATROL BORO BKLYN NORTH,KINGS,ASSAULT 3 & RELATED OFFENSES,ANTI-JEWISH,Religion/Religious Practice,ASSAULT 3 & RELATED OFFENSES
2019,6,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-BLACK,Race/Color,MISCELLANEOUS PENAL LAW
2019,8,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,8,PATROL BORO BKLYN NORTH,KINGS,FELONY ASSAULT,ANTI-JEWISH,Religion/Religious Practice,FELONY ASSAULT
2019,11,PATROL BORO BKLYN NORTH,KINGS,GRAND LARCENY,ANTI-JEWISH,Religion/Religious Practice,GRAND LARCENY
2019,12,PATROL BORO BKLYN NORTH,KINGS,HARRASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,HARRASSMENT 2
2019,12,PATROL BORO BKLYN NORTH,KINGS,FELONY ASSAULT,ANTI-JEWISH,Religion/Religious Practice,FELONY ASSAULT
2019,1,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,2,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-CATHOLIC,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,2,PATROL BORO BKLYN SOUTH,KINGS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2019,5,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,8,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,11,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-LGBT (MIXED GROUP),Sexual Orientation,CRIMINAL MISCHIEF & RELATED OF
2019,12,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,1,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,2,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,5,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,8,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-TRANSGENDER,Gender,CRIMINAL MISCHIEF & RELATED OF
2019,9,PATROL BORO BKLYN NORTH,KINGS,HARRASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,HARRASSMENT 2
2019,9,PATROL BORO BKLYN NORTH,KINGS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2019,10,PATROL BORO BKLYN NORTH,KINGS,HARRASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,HARRASSMENT 2
2019,10,PATROL BORO BKLYN NORTH,KINGS,HARRASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,HARRASSMENT 2
2019,10,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,CRIMINAL MISCHIEF & RELATED OF
2019,6,PATROL BORO BKLYN NORTH,KINGS,GRAND LARCENY,ANTI-JEWISH,Religion/Religious Practice,GRAND LARCENY
2019,3,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,1,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,2,PATROL BORO BKLYN NORTH,KINGS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-LGBT (MIXED GROUP),Sexual Orientation,OFF. AGNST PUB ORD SENSBLTY &
2019,4,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,4,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,5,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,7,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2019,9,PATROL BORO BKLYN NORTH,KINGS,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2019,12,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-BLACK,Race/Color,MISCELLANEOUS PENAL LAW
2019,1,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,8,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,10,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,12,PATROL BORO BKLYN NORTH,KINGS,ROBBERY,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,ROBBERY/BURGLARY
2019,2,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,5,PATROL BORO BKLYN NORTH,KINGS,ASSAULT 3 & RELATED OFFENSES,ANTI-JEWISH,Religion/Religious Practice,ASSAULT 3 & RELATED OFFENSES
2019,5,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,5,PATROL BORO BKLYN NORTH,KINGS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-TRANSGENDER,Gender,OFF. AGNST PUB ORD SENSBLTY &
2019,5,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,7,PATROL BORO BKLYN NORTH,KINGS,GRAND LARCENY,ANTI-JEWISH,Religion/Religious Practice,GRAND LARCENY
2019,9,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,9,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,10,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,11,PATROL BORO BKLYN NORTH,KINGS,ASSAULT 3 & RELATED OFFENSES,ANTI-JEWISH,Religion/Religious Practice,ASSAULT 3 & RELATED OFFENSES
2019,1,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,1,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,1,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,1,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,3,PATROL BORO BKLYN NORTH,KINGS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2019,3,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,3,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,5,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,11,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,12,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,CRIMINAL MISCHIEF & RELATED OF
2019,12,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,3,PATROL BORO QUEENS SOUTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MISCELLANEOUS PENAL LAW
2019,9,PATROL BORO QUEENS SOUTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,10,PATROL BORO QUEENS SOUTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-CATHOLIC,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,12,PATROL BORO QUEENS SOUTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,3,PATROL BORO QUEENS SOUTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,6,PATROL BORO QUEENS SOUTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,10,PATROL BORO QUEENS SOUTH,QUEENS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2019,1,PATROL BORO QUEENS NORTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,3,PATROL BORO QUEENS NORTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,5,PATROL BORO QUEENS NORTH,QUEENS,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2019,7,PATROL BORO QUEENS NORTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,7,PATROL BORO QUEENS NORTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,7,PATROL BORO QUEENS NORTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-LGBT (MIXED GROUP),Sexual Orientation,MISCELLANEOUS PENAL LAW
2019,8,PATROL BORO QUEENS NORTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2019,8,PATROL BORO QUEENS NORTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,9,PATROL BORO QUEENS NORTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,CRIMINAL MISCHIEF & RELATED OF
2019,10,PATROL BORO QUEENS NORTH,QUEENS,FELONY ASSAULT,ANTI-BLACK,Race/Color,FELONY ASSAULT
2019,4,PATROL BORO QUEENS SOUTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2019,6,PATROL BORO QUEENS SOUTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,8,PATROL BORO QUEENS SOUTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
